	title	vol	Name of Author	Claimed Provenance	start	end	Colophon
103(pe)012	bdud rtsi chu rgyun che mchog rgyan gyi 'khor lo/	103	dGa' rab rdo rje (author); dPal seng ge 'od & Vairocana (translator); Ye shes 'byung ldan (editor)		365	378	byang chub kyi sems rin po che bdud rtsi chu rgyun che mchog rgyan gyi 'khor lo zhes bya ba | slob dpon lha'i rgyal po bdud rtsi chos kyi rgyal pos mdzad pa | rdzogs so||||rgya gar gyi mkhan po sh+r+Ai sing+ha pra b+ha ba ta dang || slob dpon bee ro tsa nas yul d+ha he na'i 'du khang du zhus shing bsgyur te gtan la phab pa'o ||
103(pe)013	rim pa gsum bsdus pa'i man ngag	103	Klu'i rgyal po dGa' bo (author); dPal seng ge 'od & Vairocana (translator); Ye shes 'byung ldan (editor)		379	392	slob ma gnod sbyin mo byang chub kyis gnas rgya mtsho'i gling du slob dpon klu'i rgyal po dga' bo la yon gser gyi dong tse brgya rtsa gcig phul nas gsol ba btabs pa | des yi ger bsgrigs pa yin te | zhabs su thabs gcig shes rab gcig tu brgyud par gyur cig | brda yi ger bton pa phyag rgya gsum pa | rdzogs so|||| rgya gar gyi mkhan po sh+r+Ai sing+ha pra b+ha ba ta dang | bod kyi lo ts+AA ba dge slong bee ro tsa nas yul d+ha he na'i 'du khang du zhus shing bsgyur te gtan la phabs pa'o ||
103(pe)014	dri med gsang ba'i sgron ma/	103	gNod sbyin mo Byang chub (author); Ye shes 'byung ldan (editor)		393	436	'jig rten dri ma med pa gsang ba'i sgron ma zhes bya ba || phyag na rdo rje thugs kyi rig pa las || klu'i rgyal po las ma bcos bla ma'i sa non pa || gnod sbyin mo byang chub kyis mdzad pa || rdzogs so||
103(pe)015	gsang ba thugs kyi sgron ma/	103	gNod sbyin mo Byang chub (author); dPal seng ge 'od & Vairocana (translator)		437	440	gnod sbyin mo byang chub mas mdzad pa || byang chub kyi sems rin po che gsang ba thugs kyi sgron ma zhes bya ba || rdzogs so||||rgya gar gyi mkhan po sh+r+Ai sing+ha pra ba ta dang | bod kyi lo ts+AA ba slob dpon chen po bee ro tsa nas yul d+ha he na'i 'du khang du zhus shing bsgyur te gtan la babs pa||||
103(pe)016	don bzhi lhag par gtan la dbab pa/	103	Grub chen Ku ku ri pa (=Kukurāja); Ye shes 'byung ldan (editor)		441	466	gnad kyi lhag par gtan la phab pa don bzhi pa || slob dpon ku ku r+AA dzas mdzad pa | rdzogs so||
103(pe)017	rin po che rgyan/	103	dPal seng ge 'od (author); dPal seng ge 'od & Vairocana (translator); Ye shes 'byung ldan (editor)		467	522	rin po che rgyan a tsar+ya slob dpon sh+r+Ai dpal seng+ha seng ge pra b+ha ta'i 'od can gyi zhal snga nas mdzad pa | rgya gar gyi mkhas pa de nyid dang | bod kyi lo ts+AA ba dge slong bee ro tsa nas | yul d+ha he na'i 'du khang du zhus shing bod skad du bsgyur te gtan la ma nor bar phab pa || tshig bzhi la shwa lo ka gcig ste de nyis brgya dang rtsa brgyad dang tshig gi rkang pa gcig pa'o || rdzogs so|||| se yi ban+d+he 'byung ldan gyis || rang rtog dang mthun mchan bu 'di || brtse ba'i sems kyis btab pa yin || 'gro kun myur du sangs rgyas smon ||
103(pe)018	rin po che'i phreng ba/	103	dPal seng ge 'od (author); Ye shes 'byung ldan (editor)		523	536	 rin po che phreng ba zhes bya ba | slob dpon chen po sh+r+Ai seng has mdzad pa rdzogs so|||| se'i ban d+he 'byung ldan gyis gzhan la brtse ba'i sems kyis mchan bu btab pa'o || dge ba rdzogs pa'i sangs rgyas su smon no||
103(pe)019	rin po che 'od/	103	dPal seng ge 'od (author); dPal seng ge 'od & Vairocana (translator); Ye shes 'byung ldan (editor)		537	578	snying po de kho na nyid rin po che 'od ces bya ba'i sgrub thabs | yang dag pa'i sa la gnas pa'i slob dpon sh+r+Ai sing+hasa mdzad pa | rdzogs so||||rgya gar gyi mkhan po sh+r+Ai sing+ha pra b+ha ta dang | bod kyi lo ts+AA ba dge slong bee ro tsa nas yul d+ha he na'i 'du khang du bsgyur cing zhus te gtan la phab pa'o || se'i ban+de 'byung ldan gyis | mchan bu rang gi rnam rtog dang mthun par btab pa'i dge ba sangs rgyas su bsngo'o||
103(pe)020	shes rab kyi spyan rnam par 'byed pa'i man ngag	103	Ye shes 'byung ldan	Tib	579	656	shes rab kyi spyan rnam par 'byed pa zhes bya ba'i man ngag | se'i ban+d+he 'byung ldan gyis bkod pa |
103(pe)021	rdzogs chen klong dgu'i rgyud dang de'i man ngag phyogs rtogs dang bcas pa'i 'og gi dri ma srung byed kyi ldeb g.yog zla ba'i par khab/	103	Unknown		657	658	
103(pe)022	rgyud ye shes gsang ba/	103	dPal seng ge 'od & Vairocana (translator); Ye shes 'byung ldan (editor)		659	778	rgya gar gyi mkhan po sh+ri sing+ha pra ba ta dang | bod kyi lo ts+AA ba dge slong bee ro tsa nas yul d+ha he na'i 'du khang du zhus shing bsgyur te gtan la phab pa'o || se'i ban d+he 'byung ldan gyis | mkhas pa'i 'grel pa la brten nas rang blos dpyad de rtsa rgyud kyi | mchan bu legs par btab pa yin | dge bas 'gro ba ma lus pa || rtsol med don rtogs sangs rgyas shog || dge'o bkra shis par smon to||
103(pe)023	rgyud ye shes rdzogs pa/	103	dPal seng ge 'od & Vairocana (translator); Ye shes 'byung ldan (editor)		779	824	rgya gar gyi slob dpon sh+r+Ai sing+ha dang | bod kyi ban+de bee ro tsa nas d+he he na'i 'du khang du bsgyur ba'o || mchan T+Aika zu lung dgon par se'i ban chung gis zhus zhes pa las kha skong ba'o||
103(pe)024	byang chub kyi sems nyi ma'i 'od zer/	103	Grub chen Ku ku ri pa (=Kukurāja); dPal seng ge 'od & Vairocana (translator); Ye shes 'byung ldan (editor)		835	844	slob dpon dge slong ku ku r+AA dzas mdzad pa'i | byang chub kyi sems nyi ma'i snying po 'od gzer dang ldan pa zhes bya ba | rdzogs so || rgya gar gyi mkhan po sh+r+Ai sing+ha pra b+ha ta dang | zhu chen gyi lo ts+AA ba dge slong bee ro tsa nas yul d+ha he na'i 'du khang du bsgyur cing zhus te gtan la phab pa'o||...mchan bu sngar gyi las nyung la gsal bar se'i ban+de 'byung ldan gyis btab pa'o||
104(phe)001	kun tu bzang po klong drug rgyud kyi 'grel pa/	104	Vimalamitra	Ind	1	728	
105(be)001	rdzogs pa chen po sems nyid ngal gso/	105	Klong chen rab 'byams pa Dri med 'od zer	Tib	1	128	rdzogs pa chen po sems nyid ngal gso zhes bya ba | dpal o rgyan gyi slob dpon chen po blo ldan mchog sred kyis rjes su bzung ba'i rnal 'byor pa dri med 'od zer gyis gangs ri thod dkar gyi mgul du legs par sbyar ba rdzogs so ||
105(be)002	rdzogs pa chen po sems nyid ngal gso'i 'grel pa shing rta chen po zhes bya ba glegs bam dang po/	105	Klong chen rab 'byams pa Dri med 'od zer	Tib	129	968	
106(me)001	rdzogs pa chen po sems nyid ngal gso'i 'grel pa shing rta chen po zhes bya ba glegs bam gnyis pa/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	1	304	rdzogs pa chen po sems nyid ngal gso zhes bya ba'i 'grel pa shing rta chen po zhes bya ba | dpal o rgyan gyi slob dpon chen po pad+ma sam+b+ha was rjes su gzung zhing bde bar gshegs pa'i bka' rab 'byams la mang du thos pa'i nor gyis phyug pa theg pa mchog gi rnal 'byor pa dri med 'od zer gyis | brag dmar zang yag nam mkha'i rdzong bod kyi ri bo rtse lnga gter ka du mas brgyan cing mkha' 'gro rang bzhin gyis 'du ba'i gnas su sbyar ba rdzogs so ||
106(me)002	rdzogs pa chen po sems nyid ngal gso'i 'grel pa shing rta chen po'i bsdus don gyi gnas rgya cher dbye ba pad+ma dkar po'i phreng ba/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	305	374	rdzogs pa chen po sems nyid ngal gso'i 'grel pa shing rta chen po'i bsdus don gyi gnas rgya cher dbye ba | pad+ma dkar po'i phreng ba zhes bya ba mang du thos pa'i rnal 'byor pa dri med 'od zer gyis | gangs ri thod dkar gyi mgul me tog sprin gyi skyed mos tshal gyi nang | kun du bzang po'i khang bzangs dam par thos pa dang | bsam pa dang | sgom pa las byung ba'i shes rab kyis legs par sbyar ba rdzogs so ||
106(me)003	rdzogs pa chen po sems nyid ngal gso'i gnas gsum dge ba gsum gyi don khrid byang chub lam bzang /	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	375	494	rdzogs pa chen po sems nyid ngal gso'i gnas gsum dge ba gsum gyi don khrid byang chub lam bzang zhes bya ba | bde bar gshegs pa'i gsung rab kyi gnas la mang du thos pa'i nor gyis phyug pa | thag pa mchog gi rnal 'byor pa dri med 'od zer gyis gangs ri thod dkar gyi mgul | me tog sprin gyi skyed mos tshal gyi nang | kun tu bzang po'i khang bzangs su chos mtho ba'i khri rab tu bzang po la sbyar ba | phyogs dus kun tu bkra shis kyi dpal du 'bar bas shin tu dge zhing bkra shis par gyur cig ||
106(me)004	rdzogs pa chen po bsam gtan ngal gso/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	495	520	rdzogs pa chen po bsam gtan ngal gso zhes bya ba | dpal o rgyan gyi slob dpon chen po mtsho skyes rdo rjes rjes su bzung ba'i rnal 'byor ba dri med 'od zer gyis gangs ri thod dkar gyi mgul du legs par bkod pa rdzogs so ||
106(me)005	rdzogs pa chen po bsam gtan ngal gso'i bsdus don pun+Da rI ka'i phreng ba/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	521	530	rdzogs pa chen po bsam gtan ngal gso'i bsdus don puN+Da r+Ai ka'i phreng ba zhes bya ba | thos pa dang bsam pa dang | sgom pa las byung ba'i shes rab kyi blo'i pad+mo 'dzum par byas pa'i rnal 'byor pa dri med 'od zer gyis gangs ri thod dkar gyi mgul 'od zer sprin gyi skyed mos tshal gyi nang kun tu bzang po'i khang bzangs su sbyar ba'o ||
106(me)006	rdzogs pa chen po bsam gtan ngal gso'i 'grel pa shing rta rnam par dag pa/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	531	632	rdzogs pa chen po bsam gtan ngal gso'i 'grel pa shing rta rnam dag ces bya ba | zab pa dang rgya che ba'i gnas la mang du sbyangs pa'i rnal 'byor pa klong chen rab 'byams kyis mdzad pa rdzogs so ||
106(me)007	rdzogs pa chen po bsam gtan ngal gso'i don khrid snying po bcud bsdus/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	633	636	rdzogs pa chen po bsam gtan ngal gso'i don khrid snying po bcud bsdus dri med 'od zer gyis mdzad pa rdzogs so ||
106(me)008	rdzogs pa chen po sgyu ma ngal gso/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	637	674	rdzogs pa chen po sgyu ma ngal gso zhes bya ba dpal o rgyan gyi slob dpon chen po pad+ma'i zhabs rten la nye bar reg pa'i rnal 'byor pa dri med 'od zer gyis gangs ri thod dkar gyi mgul du bkod pa rdzogs so ||
106(me)009	rdzogs pa chen po sgyu ma ngal gso'i bsdus don man+dA ra ba'i phreng ba/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	675	690	rdzogs pa chen po sgyu ma ngal gso'i bsdus don man+d+AA ra ba'i phreng ba zhes bya ba | lung dang | rig pa dang | man ngag gi gnas la snang ba thob cing | de kho na nyid kyi don la legs par sbyangs pa'i blo gros rgya che ba | theg pa mchog gi rnal 'byor pa dri med 'od zer gyis gangs ri thod dkar gyi mgul 'od zer sprin gyi skyed mos tshal gyi nang | kun tu bzang po'i khang bzangs su chos mthong ba'i mig rdul med cing dri ma med pas legs par sbyar ba rdzogs so ||
106(me)010	rdzogs pa chen po sgyu ma ngal gso'i 'grel pa shing rta bzang po/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	691	882	rdzogs pa chen po sgyu ma ngal gso'i 'grel pa shing rta bzang po zhes bya ba | bde bar gshegs pa'i gsung rab kyi gnas la mang du thos pa'i nor gyis phyug cing | nam mkha' ltar gos pa med pa'i ting nge 'dzin gyi sgo dang po thob nas theg pa mchog gi gnas la dbang bsgyur ba | dpal u rgyan gyi slob dpon chen po pad+ma'i zhabs kyis rjes su bzung ba'i rnal 'byor pa sna tshogs rang grol gyis gangs ri thod dkar gyi gnas u rgyan rdzong gi ri ngogs su sbyar ba rdzogs so ||
106(me)011	rdzogs pa chen po sgyu ma ngal gso'i don khrid yid bzhin nor bu/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	883	886	rdzogs pa chen po sgyu ma ngal gso'i don khrid yid bzhin nor bu zhes bya ba | rgyal sras dri med 'od zer gyis bkod pa rdzogs so ||
106(me)012	ngal gso skor gsum gyi spyi don legs bshad rgya mtsho/	106	Klong chen rab 'byams pa Dri med 'od zer	Tib	887	1010	theg pa chen po'i man ngag gi bstan bcos ngal gso skor gsum gyi spyi'i don legs par bshad pa'i rgya mtsho zhes bya ba | yul byang phyogs kyi rgyud gangs ri ra ba'i skyed mos tshal du skyes pa | bde bar gshegs pa'i gsung rab kyi gnas la mang du thos pa'i chos smra ba kun mkhyen ngag gi dbang pos sbyar ba rdzogs so ||
106(me)013	rdzogs pa chen po ngal gso skor gsum gyi dkar chag pad+ma stong ldan/	106	Rig 'dzin gZhan phan rdo rje	Tib	1011	1016	ces chos rje bla ma'i bkas bskul ngor gus 'bangs thub bstan snyan grags sam rig 'dzin gzhan phan rdo rjes sbyar ba'o ||
107(tse)001	pan chen dri med bshes gnyen gyi dgongs nyams sgron ma snang byed 'bar ba'i gsang rgyud glegs bam dang po/_(sgra thal 'grur rtsa rgyud 'grel/)	107	Vimalamitra	Ind	1	580	
108(tshe)001	pan chen dri med bshes gnyen gyi dgongs nyams sgron ma snang byed 'bar ba'i gsang rgyud glegs bam gnyis pa/	108	Vimalamitra	Ind	1	680	rin po che snang byed sgron ma zhes bya ba | mkhas pa bye ma mu tras mdzad pa rdzogs so ||
109(dze)001	rdzogs pa chen po mu tig phreng rgyud gsal byed paN chen bi ma las mdzad pa/	109	Vimalamitra	Ind	1	490	mu tig rin po che gsal par byed pa zhes bya ba | mun chung gi sgron me dang 'dra ba | rgya gar mkhas pa b+hi ma la mi tras mdzad pa rdzogs so ||
109(dze)002	yi ge med pa'i rgyud kyi 'grel ba pad+ma kha 'byed/	109	Vimalamitra	Ind	491	672	pad+ma kha 'byed gsang ba yi ge med pa'i rgyud kyi tshig don pad+ma kha phye ba ltar bshad pa mkhas pa chen po bye ma la mu tras mdzad pa rdzogs so ||
110(we)001	sgron ma 'bar ba'i don bsdus/	110	Unknown		1	8	sgron ma 'bar ba'i don bsdus pa | zhes bya ba | dpe yi sgo nas mtshan btags pa |
110(we)002	gser gyi me tog mdzes pa rin po che sgron ma 'bar ba'i rgyud don gsal bar byed pa mu tig phreng ba brgyus pa/	110	Vimalamitra	Ind	9	288	gser gyi me tog mdzes pa rin po che sgron ma 'bar ba'i rgyud zhes bya ba | sho lo ka 'bum phrag drug cu rtsa bzhi las khyad par du gyur pa'i bcud byung ba'i don gsal bar byed pa mu tig phreng ba brgyus pa zhes bya ba mkhas pa bye ma las mdzad pa rdzogs so ||
110(we)003	sku gdung 'bar ba'i rgyud kyi 'grel pa sgron ma phreng ba bkod pa/	110	Vimalamitra	Ind	289	576	
111(zhe)001	mkha' 'gro thams cad kyi snying khrag klong gsal 'bar ma nyi ma'i gsang rgyud/	111	Unknown		9	298	
111(zhe)002	mkha' 'gro ma'i gsang thig klong gsal 'bar ma nyi ma'i gsang rgyud gsang sngags gnad mdzod chen mo las bar do gsang skor bla na med pa'i skor/	111	Unknown		291	418	
111(zhe)003	theg pa'i mthar thug lta ba'i yang rtse mkha' 'gro gsang thig klong gsal kun tu bzang mo'i dgongs pa 'bar ma nyi ma'i gsang rgyud dbang bzhi bya rgyud chen mo/	111	Unknown		419	492	
111(zhe)004	khros ma nam mo gsang ba bka' srung gi rgyud/	111	Unknown		493	616	
111(zhe)005	sbyor bde rnams kyi sdeb yig	111	Unknown		617	634	khros ma nag mo gsang ba snying gi rgyud las yang sprul tshangs pas gsungs pa'i rgyud la ma bu cha lag dang bcas pa rdzogs so ||
111(zhe)006	bod skad du dgra bo gsod pa mtshon cha thog gi 'khor lo/	111	Unknown		635	660	
112(ze)001	gnyug sems 'od gsal gyi don rgyal ba rig 'dzin brgyud pa'i lung bzhin brjod pa rdo rje snying po/	112	Mi pham 'jam dbyangs rgya mtsho	Tib	1	60	ces rje bla ma thams cad mkhyen cing gzigs pa chen po mi pham 'jam dpal dgyes pa'i rdo rje'i zhal snga nas stsal ba'i gnyug sems kyi stod cha la | rje de nyid kyi gsungs zin thor bu rnams nas cung zad kha bkang ste rang blos gang dpogs su | sngags btsun rmongs pa rdo rje dbang mchog dgyes pa rtsal gyis rang gnas bstan gnyis dar rgyas gling gi dben spyil du mtshams kyi thun gseng 'ga' zhig la bris pa ste | 'dis kyang nges gsang bstan pa'i rgyal mtshan yun du brtan pa'i rgyur gyur cig ||
112(ze)002	gnyug sems 'od gsal gyi don la dpyad pa rdzogs pa chen po gzhi lam 'bras bu'i shan 'byed blo gros snang ba/	112	Mi pham 'jam dbyangs rgya mtsho		61	216	kun mkhyen bla ma 'jam dpal dgyes pa'i rdo rje'i zhal snga nas stsal ba'i gsungs zin thor bu rnams rang blos gang dpogs kyi tshul du | mgon po gang gis tshad med pa'i thugs rjes bskyangs pa'i snyoms las pa rdo rje dbang mchog dgyes pa rtsal gyis | rang gnas bstan gnyis dar rgyas gling gi chos grwar bsnyen mtshams la gnas pa'i thun gseng 'ga' zhig la phyogs gcig tu bsgrig pa ste | 
112(ze)003	gnyug sems zur dpyad skor gyi gsung sgros thor bu rnams phyogs gcig tu bsdus pa rdo rje rin po che'i phreng ba/	112	Mi pham 'jam dbyangs rgya mtsho		217	428	'og min bla ma'i gdan sa zhe chen bstan ganya sa dar rgyas gling du gsung rten gyi gtso bor 'jog gnang skabs | thugs bzhed bzhin spar byang smon tshig nyung ngu 'adi'ang | ku s+AA li 'jam dbyangs blo gros rgya mtshos bris pa dge ||
112(ze)004	rdzogs pa chen po lta sgom spyod pa'i gtam rtog ge'i gnyen po/	112	Gyur med tshe dbang mchog grub	Tib	429	472	rdzogs pa chen po'i lta sgom spyod pa'i tshul nyung 'dus dogs sel 'phros don dang bcas pa 'di nyid chos 'di la rgyu mtshan shes nas mi ldog pa'i dad pa brtan po thob pa mdo khams kyi btsun pa mang du thos pa'i gzugs brnyan rig pa 'dzin pa tshe dbang mchog grub nges don bstan 'phel gyis sug las su byas pa sarba mang+ga laM ||
112(ze)005	rdzogs pa chen po'i khyad par nyung ngu rnam gsal yid kyi me long /	112	Chos kyi rgya mtsho	Tib	473	536	ma 'dres par bshad pa la dbang ba'i sde snod 'dzin pa'i dge slong si tu pa o rgyan bstan 'dzin chos kyi rgyal mtshan dpal bzang po'am | chos kyi rgya mtshos dbyar gnas pa'i ljongs rgyu'i dus grub pa'i gnas mchog kaHthoga rdo rje'i gdan gyi sku 'bum ring mo nas dbu 'dzugs te | thub bstan bshad sgrub nor bu'i lhun por legs par sbyar ba dge legs rgya mtsho gcig tu rgyas pa'i rgyud gyur cig ||
112(ze)006	rdzogs pa chen po'i gzhi lam 'bras bu'i gtam nyung bsdus gnad kyi za ma tog	112	bSod nams chos 'grub	Tib	537	560	ces pa 'di yang chos 'di'i khrid 'chad pa'i skabs su skal ldan gyi slob bu rnams kyis bskul ba'i rkyen byas te chos 'di'i bdag por lung thob pa bsod nams chos 'grub ces 'bod pa'am btags ming gzhan chos dbyings rig rtsal rdo rje zhes bya bas gang shar nyung bsdus shig 'phral du bris shing slar yang rgyas par 'chad spro'o ||
112(ze)007	a ti yo ga spyi don drug gi sgo nas 'chad tshul gyi 'grel bshad bdud rtsi'i snying po/	112	Bhikṣu Śrīdzwala	Tib	561	572	ces pa 'di yang rgyud thams cad kyi snying por sbyor brtson che skabs | 'brug pa bla ma kun bzang bstan 'dzin 'jigs med klong grol nas spyi don drug gi lo rgyus smin gling rig pa'i 'byung gnas nas brjod rgyu med pa'i gleng slong bar brten rang cag gi spob pa sgrom mi shor ba'i phyir du 'phyong rgyas dge slong sngags rab dpal 'bar ram kun bshad kyi ming du 'bod pa'i b+hik+Shu sh+r+Ai dz+wa las bgyis pa'o ||
112(ze)008	gu ru'i tshig bdun gsol 'debs kyi rnam bshad pad+ma dkar po/	112	Mi pham 'jam dbyangs rgya mtsho	Tib	573	652	ces pa 'adi'ang nye gnas tshul rdor sogs ngor skal dang rang nyid kyis kyang dam tshig gso ba'i cho ga nyams pa bskang ba'i bshags khrus su sems shing gnas mchog 'og min mkha' spyod gnyis pa'i yang dben 'chi med byang chub gling du rmongs rgan bid+y+AAsa bris pas rang gzhan gnyis kyi dam las nyams pa'i las bsags pa thams cad byang zhing dag pa'i rgyur gyur cig ||
113('e)001	yon tan rin po che'i mdzod dga' ba'i char/	113	Jigs med gling pa mKhyen brtse 'od zer	Tib	1	148	yon tan rin po che'i mdzod dga' ba'i char zhes bya || la stod pa chos rje brag phug pas bskul ba'i ngor || sangs rgyas gnyis pa pad+ma sam+b+ha wa'i zhabs rdul la spyi bos reg pa'i rdzogs chen pa rang byung rdo rje mkhyen brtse 'od zer gyis dpal ldan pad+ma 'od gling du sbyar ba'o ||
113('e)002	yon tan rin po che'i mdzod kyi 'grel pa bden gnyis gsal byed zla ba'i sgron me zhes bya ba stod cha/	113	Jigs med gling pa mKhyen brtse 'od zer	Tib	149	616	
114(ye)001	yon tan rin po che'i mdzod kyi 'grel pa bden gnyis gsal byed zla ba'i sgron me zhes bya ba'i smad cha/	114	Jigs med gling pa mKhyen brtse 'od zer	Tib	1	640	yon tan rin po che'i mdzod dga' ba'i char zhes bya ba las | smon 'jug gi bslab bya bstan pa'i tshoms te le'u dgu pa'i 'grel ba ste de yan gyis rgyu mtshan nyid kyi theg pa la yongs su grags pa'i rgya chen spyod pa dang | zab mo lta ba'i grub pa'i mtha' legs par gtan la phab pa'o ||
115(re)001	yon tan rin po che'i mdzod kyi 'grel pa zab don snang byed nyi ma'i 'od zer/	115	Yon tan rgya mtsho	Tib	9	910	o rgyan bstan 'dzin nor bu'i zhabs rdul spyi bos reg cing dam pa de nyid kyi gcung rigs su gyur pa rmongs rtul sh+AAkya'i dge slong gi ming tsam 'dzin pa 7yon tan rgya mtshor 'bod pas lhun grub bde chen gling gi gtsug lag khang bshad sgrub nor bu'i dga' tshal du grub par bgyis pa 'di yang rgyal bstan spyi dang rang bzhin rdzogs pa chen po'i bstan pa phyogs dus gnas skabs thams cad du dar zhing rgyas la yun ring du gnas pa'i rgyur gyur cig ||
116(le)001	yon tan rin po che'i mdzod kyi dka' gnad rdo rje'i rgya mdud 'grol byed legs bshad gser gyi thur ma/	116	Ngag dbang bstan dar	Tib	1	670	rdzogs chen pa'i 'bangs sog po bstan dar pas sbyar ba dge bar gyur cig ||
116(le)002	yon tan rin po che'i mdzod kyi sgo lcags 'byed byed bsdus 'grel rgya mtsho'i chu thig rin chen lde mig/ (No transliteration)	116	'Jigs med gling pa mKhyen brtse 'od zer	Tib	671	1110	nang mdzod sna lnga'i skyes dang bcas te bkas bskul ba las | dben pa'i ri ngogs na gnas pa'i gtsug lag khang padma 'od gling zhes bya ba rdzogs chen pa rang byung rdo rje mkhyen brtse'i 'od zer gyis zin ris su btab pa'i yi ge pa ni dge slong rnal 'byor spyod pa chos rje brag pa'o ||
116(le)003	yon tan rin po che'i mdzod kyi sgo lcags 'byed byed bsdus 'grel rgya mtsho'i chu thigs las sngags 'grel nor bu'i phreng ba/ (No transliteration)	116	'Jigs med gling pa mKhyen brtse 'od zer	Tib	1111	1426	dpal mkhyen brtse'i 'od zer ram rang byung rdo rje 'jigs med gling pa de nyi kyi bka' dri ma med pa rtsa ba yon tan rin po che'i mdzod dga' ba'i char zhes bya ba'i lde'u dgu pa yan gyi mdo lam gyi 'grel pa bden gnyis shing rta dang rjes kyi le'u bzhi yis sngags spyi dang khyad par dzogs pa chen po'i gzhi lam 'bras bu'i dongtan la phab pa rnam mkhyen shing rta gnyis te | rgyas grel gnyis kyi glegs bam mthong bas 'jigs nas mjal ba las ldog pa'i gang zag rang 'dra 'ga' re la tshi don nyung ngu tsam sngon du bstan nas blo mi sun par byas rjes gdod rgyas 'grel la rim gyi 'dris par byas na lugs dang mthun pa zhi yong du re ba tsam la rnam dpyod dpyad gsum gyi blo gros kyi nyi ma zum pa'i kundha ltar gyur pa bdag ltas gzhung chen 'di 'dra'i 'grel pa 'bri ba'i spobs pa cung zad thob pa min na'ng lhag bsam rab tu dkar ba zla ba'i 'od la 'gran nus pas bris pas nyes tshogs mkha' la ri mo bzhin stong zhing dge tshogs dbyar skyes kyi rgyun bzhin rgyas par gyur cig gu ||
117(she)001	chos kyi gter mdzod chen po kun 'dus rig pa'i sgron me/	117	Śākya rdo rje	Mongolian?	1	590	bka' dang man ngag thams cad kyi bcud bsdus te chos kun gsal bar ston pa'i chos kyi gter mdzod chen po kun 'dus rig pa'i sgron me zhes bya ba sh+AAkya'i dge slong ban d+he sh+AAkya rdo rjes rgyal ba'i bka' lung dang | mkhas pa'i bstan chos dang | zab mo'i gdams ngag rnams kyi dgongs pa'i bcud blangs | bla ma'i gsung dang rang gi nyams myong gi don dril te bskul ba po'i don phyir yi ger bkod pa rdzogs so ||
118(se)001	rang bzhin rdzogs pa chen po'i lam gyi cha lag sdom pa gsum rnam par nges pa zhes bya ba'i bstan bcos/	118	Padma dbang rgyal	Tib	1	36	ces sdom gsum rnam nges tshig gis rim par phye ba 'di gangs ri'i phreng bas bskor ba'i yul ljongs lho phyogs kyi rgyud du byung ba nges par 'byung ba'i bsam pa can mnga' ris kyi paN+Di ta pad+ma dbang gi rgyal pos bkod pa |
118(se)002	sdom pa gsum rnam par nges pa'i 'grel pa legs bshad ngo mtshar dpag bsam gyi snye ma/	118	sMin gling mkhan chen 02 D+harma ShrI	Tib	37	712	sngags sdom gnas 'gyur dang bcas pa la sngags gsar rnying gi dbang las mi 'dra ba'i khyad par che ba la dgongs nas paN chen pad+ma dbang gi rgyal pos sdom gsum rnam par nges pa'i gzhung legs bshad snying por dril ba mdzad kyang | 'grel pas ma bshad na rtogs dka' bas blo gsal don gnyer rnams la phan pa'i ched du gcung mkhan chen lo ts+AA ba nyid la rtsom par bskul ba bzhin rdo rje brag rig 'dzin mchog sprul dam pas kyang rang lugs 'dzin pa rnams la shin tu mkho ba yong 'dug pas rtsol ba bskyed pa legs so zhes pa'i gsung gis rkyen byas myur du grub pa'i brtsam gdan las thog mar phab pa'i glegs bam rtsom phud du phul bar shin tu dgyes pa'i dbugs dbyung dang | da cha par zhig byung na don gnyer mtha' dag gis 'grub sla zhing phan che ba 'dug pas rtsol ba bskyed cig par bka' phrin stsal ba las gcung kun dga' tshul khrims rgya mtshos 'bad rtsol chen pos par du bsgrubs pa'i snying stobs 'khur du bzung ba'i tshe par byang du rig pa 'dzin pa 'gyur med rdo rjes sa mo glang gi lo la bkod pa bde legs su gyur cig ||
