	title	vol	Name of Author	Claimed Provenance	start	end	Colophon
003(ga)003	'od zer dri med kyi dkyil chog gi lhan thabs dbang chog dang bcas pa mun sel nyin byed snang ba/	3	Byang gling pa bsod nams mchog grub	Tib	105	176	ces pa dus gsum rgyal ba sras dang bcas pa'i thugs rje gcig tu bsdus pa 'phags pa spyan ras gzigs dbang phyug gangs can 'gro ba'i dpal dang | bdag cag mgon med rnams kyi skyabs mgon du bsam bzhin byon pa rgyal dbang thams cad mkhyen pa chen po don gyi slad du mtshan nas smos na blo bzang rgya mtsho'i zhal snga nas bka' yi cod pan yid bzhin nor bu'i phreng ba gus pa'i gtsug gi nor bur bsten te | byang gling pa bsod mchog gis zil gnon khrum zla'i mar ngo'i dga' ba gnyis pa la grub par gtsang stod zha lu gser bkang khra mo'i chos grwa chen por bris pa'i yi ge pa ni nye bar gnas pa puN+yee rat+na'o || 'dis bstan pa dang sems can la phan par gyur cig | 
003(ga)004	'od zer dri med kyi dkyil chog gi kha skong dbang chog bdud rtsi'i chu rgyun/	3	Byang gling pa bsod nams mchog grub	Tib	177	196	 zhes pa bdag cag kha ba can pa rnams kyi skyabs gcig 'phags pa thugs rje'i dbang phyug gi rnam sprul 'dzam gling bstan pa'i bdag po rgyal dbang kun mkhyen kun gzigs chen po'i bka' drin kho nas 'tsho ba'i zha lu ba bsod mchog gis | zil gnon khrums zla'i gnyis pa'i phyogs kyi dga' ba gsum pa la zha lu bla brang du sbyar ba'i yi ge pa ni bsod nams rin chen no ||
003(ga)005	'od zer dri med kyi dkyil 'khor gyi las rim chog bsgrigs su byas pa 'od zer phreng ba/	3	Blo gsal bstan skyong	Tib	207	226	zhes 'phags pa 'od zer dri med kyi chog bsgrigs 'od zer phreng ba 'di ni | dpal ldan bla ma dam pa ma h+AA paN+Di ta 'jam pa'i dbyangs mkhyen brtse'i dbang po'i bka' lung nor bu'i phreng ba spyi bos nos shing | sman shul sprul pa'i sku sogs don gnyer can gzhan gyis kyang bskul ba dang | rang gi rdo rje slob bu byang gling gi khri thog pa rin chen blo bzang mkhyen rab nas 'phral du bskul ba'i ngor | btsun pa blo gsal bstan skyong gis chu mo glang gi lo sa ga zla ba'i tshes bco lnga la gdan sa chen po zhwa lu ri phug gi sgrub khang rnam grol yang rtser sbyar ba'o || 'dis kyang 'khor ba bsdug bsngal gyi rgya mtsho chen po myur du skems par gyur cig | zhes sgrub mchod kyi skabs su blta bder 'byin 'jug cung zad bgyi ba po mdo sngags bstan 'dzin bzang po'o ||
003(ga)006	phags pa 'od zer dri ma med pa rnam par dag pa'i 'od ces bya ba'i gzungs kyi dkyil chog dri med rab gsal/	3	mDo sngags bstan 'dzin bzang po		217	316	zhes pa 'adi'ang chog bsgrigs 'od zer phreng ba ltar 'don bder bklag chog mar bkod pa rdo rje 'chang ba 'jam dbyangs mkhyen brtse'i dbang po'i bka' drin gyis tshul 'di la cung zad blo kha phyogs pa mdo sngags bstan 'dzin bzang pos spel ba sarba d+AA mang+ga laM || dge'o || dge'o || 
003(ga)007	phags pa 'od zer dri med kyi rgyun gyi bzlas pa bya tshul 'chi med 'byung ba/	3	Yon tan rgya mtsho Blo gro mtha' yas	Tib	317	320	ces pa 'adi'ang chos rje thams cad mkhyen pa bu ston yab sras dang | ngor chen rdo rje 'chang las brgyud pa'i gdams ngag lag len du yon tan rgya mtshos bsdebs pa gzhan la phan gyur cig ||
003(ga)008	kun nas sgor 'jug pa'i dri med snang ba de bzhin gshegs pa thams cad kyi snying po dang dam tshig la rnam par lta ba'i gzungs/	3	Unknown		321	356	
003(ga)009	gtsug tor dri med lha lnga'i cho ga khrigs chags rin chen bsam 'phel/	3	Byang gling pa bsod nams mchog grub	Tib	357	416	de ltar gtsug tor dri med kyi gzungs 'grel slob dpon lhan skyes rol pas mdzad pa bzhin dkyil 'khor gsum gyi chog khrigs rgyas par bla chen grags rin pas mdzad pa'i lha lnga'i cho ga zur du phyungs nas khyer bder bkod pa rin chen bsam 'phel zhes bya ba 'di ni | dus gsum sangs rgyas byang sems thams cad kyi mkhyen brtse nus pa ma lus gcig tu bsdus pa'i ngo bo | skyabs gnas thams cad kyi spyi gzugs 'dzam gling bstan pa'i bdag po rgyal dbang thams cad mkhyen pa chen po'i bka'i gnang ba thob pa la brten | zha lu dge slong rin chen bsod nams mchog grub kyis | zil gnon s+n+ron zla'i yar tshes lnga la dpal zha lu gser khang du grub par bgyis pa'i yi ge pa ni rta mgrin legs pa'o ||
003(ga)010	gtsug tor dri ma med pa'i gzungs dang 'brel bar swats+tsha gdab pa'i cho ga'i lag len dri med kun snang /	3	Yon tan rgya mtsho Blo gro mtha' yas	Tib	417	436	ri med cho ga'i lag len 'di nyid skyabs mgon rgyal dbang thams cad mkhyen pa bcu bzhi pas bka' stsal me tog spyi bor bcings shing | snga phyir don gnyer can 'ga' zhig gi bzhed pa skong ba'i phyir dang | chos tshul khyad par 'phags pa 'di nyid dar zhing rgyas par gyur na ci ma rung snyam du lhag pa'i bsam pas kun nas bslangs te | yon tan rgya mtsho'i ming can blo gros mtha' yas pa'i sdes rdzong gsar bkra shis lha rtse'i chos grwar bris pa dge legs 'phel ||
003(ga)011	shes pas thams cad mthar phyin par grub pa'i mchod rten zhes bya ba'i gzungs/	3	Unknown		437	460	
003(ga)012	dri med rnam gnyis kyi gzungs la brten te mchod rten bzhengs pa la nye bar mkho ba'i cho ga bklag pas grub pa/	3	sMin gling mkhan chen 02 D+harma ShrI	Tib	461	582	e ma | pad+ma lung bstan bong 'bangs bstan 'gro yi || nyer 'tsho mthong bas rnam grol chos kyi sku'i || rten mchog 'di nyid rje yi thugs dam du || bzhengs par mdzad tshe gang gis bka' lung bzhin || dri med rnam gnyis cho ga bklag chog mar || d+har+m+AA sh+ris lhag bsam dag pas bris || dge 'dis rje btsun bla ma'i zhabs brtan cing || mtha' yas 'gro kun rnam par grol gyur cig ||
003(ga)013	mchod rten bskor ba'i tshigs su bcad pa/	3	Unknown		583	593	
003(ga)014	gsal rgyal gyi tshigs su bcad pa/	3	Unknown		593	604	
003(ga)015	mchod rten brgya rtsa brgyad btab pa'i cho ga slob dpon bo d+hi sa twas madzad pa/__(dri med cho ga'i gzhung zhes pa 'di yin no//_maXchan/)	3	Zhi ba mtsho	Ind	605	720	phags pa kun nas sgor 'jug pa'i 'od zer gtsug tor dri ma med par snang ba'i gzungs bklag cing mchod rten brgya rtsa brgyad dam | mchod rten lnga gdab pa'i cho ga mdo sde las btus pa |  slob dpon chen po bo d+hi sa t+was mdzad pa rdzogs so ||  dge'o || zab chos 'di nyid dpal yul dgon du sa mo sbrul gyi lo hor zla drug pa'i tshes 15 la spar du bzhengs pa bstan 'gro yongs la khyab gyur cig ||||
003(ga)016	mchod rten brgya rtsa brgyad gdab pa'i cho ga mkhan chen zhi ba 'tshos mdzad pa las nyung ngur bsdus pa dri med lam 'jug	3	Yon tan rgya mtsho Blo gro mtha' yas	Tib	721	766	ces pa 'adi'ang gdan sa chen po dpal spungs su lo bstar s+AAts+tsha mang po rgyun sgrub kyi srol dbon sprul rin po che nas btsugs pa sogs la shin tu nyer mkhor gyur pa dang | dad 'byor ldan pa gnyer mgon 'grub nas dri med khang brtsegs mchod rten ring bsrel 'bum phrag gi snying po can gsar bzhengs skabs snga phyir don gnyer chen pos bskul ngor | mang thos kyi dge sbyong karma ngag dbang yon tan rgya matsho'am | blo gros mtha' yas kyis rdzong gsar bkra shis lha rtse'i chos grwa chen por sbyar ba dge legs 'phel ||
003(ga)017	dri med rnam gnyis kyi mchod rten bzhengs skabs nyer mkho'i zin bris gzhan phan zla snang /	3	Unknown		767	782	
003(ga)018	dri med rnam gnyis kyi dkyil 'khor mchod rten du bzhug pa'i cho ga bklag pas grub pa'i gsal byed dang /_mchod rten khang brtsegs 'di nyid kyi dkyil 'khor thig yig bcas/	3	Shes rab bstan dar	Tib	783	802	zhes pa'ang rang gi zin thor pradz+ny+AA sh+AA sas so || smin gling rdor 'dzin shes rab bstan dar | mchan |
004(nga)001	dri med rnam gnyis kyi snying po gyur pa'i khang bu brtsegs pa'i mchod rten bzhengs pa la nyer mkho'i yan lag dgos pa kun tshang /	4	Thub bstan bshad bsgrub chos kyi nyi ma 	Tib	1	140	nyer mkho'i lag len rnams tshad ldan mkhas grub rnams kyis gsung gi kha bskang ste rab byung bco lnga pa'i rgyal ba zhes pa shing rta lo'i tha skar zla ba'i dkar phyogs su 'khrul med bstan pa'i snying po snga 'gyur ba'i gral mthar brten po sprul ming thub bstan bshad bsgrub chos kyi nyi ma dpal bzang po zhes bya bas | grub dbang bla ma mchog gi gdan sa rdzong sar bkra shis lha rtse'i chos grar bris pa chos tshul dri ma med pa 'di nyid phyogs dus thams cad du dar zhing rgyas par rgyur gyur cig |
004(nga)002	phags pa de bzhin gshegs pa'i gtsug tor nas byung ba'i gdugs dkar po can gzhan gyis mi thub pa phyir zlog pa chen po mchog tu grub pa zhes bya ba'i gzungs/	4	Unknown		141	164	paN+Di ta pa ra hi ta b+ha dra dang | lo ts+AA ba gzu dga' rdor gyis kha che'i bdud rtsi 'byung gnas kyi gtsug lag khang gi dpe rnying la gtugs nas gtan la phab pa'o ||
004(nga)003	gtsug tor gdugs dkar gyi cho ga	4	Gyur med rdo rje	Tib	165	198	gTsug tor gdugs dkar cho ga'i rim pa 'di || rgyal ba'i gtsug tor nas byung nyer bsdus pa || rdo rje sems dpa' dga' rab rdo rje dang || 'jam dpal bshes gnyen las brgyud sgrub pa'i thabs || dri med bshes gnyen mkhas pa mchog gis mdzad || gu ru siM ha dz+ny+AA na ku m+AA ra || rin chen mchog dang ling man lo ts+AA dang || tse rog ston dang sman ston gung nge ba || chos rje brag mkhar ba dang brag mkhar dgon || gzhon nu gdugs dkar zhes grags las brgyud pa'i || lag len rim pa tshul bzhin bris pa 'di || brgyud pa'i gdams pa tshul bzhin mthong ba dang || blo dman rnams la phan par bya ba'i phyir || rang byung rdo rjes gsal bar bsdus pa yin || dge des rgyal ba'i bstan pa rgyas pa dang || gdug pa'i tshogs rnams kun las rgyal gyur cig ||
004(nga)004	gtsug tor gdugs dkar mo snga 'gyur bi ma'i lugs kyi rig pa gtad pa'i cho ga yon tan bcud skyed/	4	Yon tan rgya mtsho Blo gro mtha' yas	Tib	199	214	ces 'di nyid kyi chog gzhung gi cha lag med ka med du gyur pas blo gros mtha' yas pa'i sdes ts+AA 'dra rin chen brag gi sgrub gnas su bgyis pa dge legs 'phel || || 
004(nga)005	rdo rje rnam par 'joms pa'i gzungs/	4	Unkown		215	220	slob dpon chen po pad+ma 'byung gnas dang | bi ma la mi tra dang | sangs rgyas gsang ba dang | ye shes rdo rje dang | smrI tidz+ny+AA na la sogs pa'i 'grel pa'i nang nas bton te gzungs shin tu dag pa'o || 
004(nga)006	dpal rdo rje rnam par 'joms pa'i gzungs kyi cho ga	4	Gyur med rdo rje gter bdag gling pa	Tib	221	238	slob dpon bi ma la mi tras mdzad pa'i dpal rdo rje rnam par 'joms pa'i rig pa gtad pa dang | gzungs kyi cho ga'i rim pa 'di lag len shin tu bde ba rang byung rdo rjes bsgrigs pa rdzogs so || 
004(nga)007	rnam 'joms dkar po bi ma la'i lugs kyi gzungs chog rig gtad bum khrus dang bcas pa zla ba'i 'od zer/	4	Yon tan rgya mtsho Blo gro mtha' yas	Tib	239	270	ces pa'i 'di ni rje rang byung bas mdzad pa nyid lugs 'di'i rtsa ba tshad mar mthong nas | de la lag len lhan thabs su spros nas bklags chog gi tshul du dpal spungs yang khrod kun bzang bde gling he ru ka'i 'du khang chen por | pad+ma gar dbang blo gros mtha' yas pa'i sdes sbyar ba dge legs 'phel || 
004(nga)008	rdo rje rnam par 'joms pa khro dkar gyi gzungs kyi cho ga dbang bskur dang bcas pa dag byed shel gyi bum bzang/	4	Yon tan rgya mtsho Blo gro mtha' yas	Tib	271	326	ces pa 'adi'ang snga 'gyur bstan pa'i rmang gzhi kaHthoga grub pa'i dbang phyug rnams kyi yig cha rnying pa la brten nas khyer bde 'dus gsal gyi tshul du | dwags rnying gi rjes 'jug rtags tsam 'dzin pa pad+ma gar dbang blo gros mtha' yas pa'i sdes gdan sa chen po dpal spung yang khrod de b+Ai ko Ti ts+AA 'dra rin chen brag gi sgrub gnas su sbyar ba dge legs 'phel ||
004(nga)009	rdo rje rnam par 'joms pa khro nag lha bco lnga pa'i sgrub thabs gzungs kyi cho ga dang bcas pa sbyong byed rdo rje'i bum pa/	4	Yon tan rgya mtsho Blo gro mtha' yas	Tib	327	366	ces pa 'adi'ang rgya sdom ston pa seng ge'i gsung nyid gzhir byas pa la | yig cha rnying pa'i dgongs pa gung bsdebs te rang lugs la spyi 'gre'i rigs pas ma bslad par 'dus gsal khyer bde'i tshul du | dwags rnying gi rjes 'jug rtags tsam 'dzin pa pad+ma gar dbang blo gros mtha' yas pa'i sdes | dpal spungs yang khrod rdo rje thugs kyi mkhar du sbyar ba dge legs 'phel ||
004(nga)010	rdo rje rnam par 'joms pa khro nag lha bco lnga pa'i dkyil 'khor du dbang bskur ba'i cho ga smin byed ye shes bum pa/	4	Yon tan rgya mtsho Blo gro mtha' yas	Tib	367	420	ces pa 'adi'ang rgya sdom ston pa seng ge'i gsung nyid gzhir byas pa la | yig cha rnying pa'i dgongs pa gung bsdebs te rang lugs la spyi 'gro'i rigs pas ma bslad par las gsal khyer bde'i tshul du | dwags rnying gi rjes 'jug rtags tsam 'dzin pa pad+ma gar dbang blo gros mtha' yas pa'i sdes | dpal spungs yang khrod rdo rje thugs kyi mkhar du sbyar ba dge legs 'phel ||
004(nga)011	yum chen mo'i dbang bskur mdor bsdus/	4	dPal chen 'dus pa rtsal	Tib	421	428	zhes pa'ang rang gzhan la spar kha'i bcos rim sogs la nye bar mkho bas 'dus pa mdo'i yan lag gi dkyil 'khor las phyung ste shin tu mdor bsdus pa'i tshul du dpal chen 'dus pa rtsal des bldebs pa dge legs 'phel ||
004(nga)012	rje btsun ma gza' thams cad kyi yum rig pa chen mo'i dkyil 'khor du ras bris la brten te sgrub mchod bya ba la nye bar mkho ba'i cho ga phan bde'i nyi ma/	4	Ngag dbang legs grub	Tib	429	436	ces rje btsun ma gza' thams cad kyi yum rig pa chen mo'i dkyil 'khor du slob ma dbang bskur ba'i cho ga phan bde'i nyi ma zhes bya ba 'di ni sngon chad brgyud pa'i phyag bzhes kyis a ra pa tsa na lha lnga dbang chog la phri bsnan kha bsgyur gang dgos mdzad pa las dkyil chog rang skya thub ba med par brten | dbang rgyun yang shin tu dkon pas kho bo sprang btsun ngag dbang legs grub kyis kun gzigs 'jam dbyangs bla ma'i zhabs drung du 'bad pa chen pos zhus pa'i rjes su | sngags grwa chen po gong dkar rdo rje gdan gyi sgrub mchod pa rnams kyi ngag 'don tho chung zhig 'dug pa dang | 'jam dbyangs lha lnga'i dkyil chog snga phyi rnams la brten nas mdo smad shar khar sdom bur chas pa'i lam bar rnams su bris pa'o || zhes pa 'di la sta gon dang | dngos gzhi'i cho ga bltab bde bklag chog ma so sor dpal sprul mdo sngags bstan 'dzin bzang pos sdebs pa sarba th+AA mang+galaM ||
004(nga)013	gza' yum gyi dkyil 'khor mchod pa'i chog bsgrigs bde legs kun phan/	4	Ngag dbang legs grub	Tib	437	482	'jam mgon bla ma'i zhal lung bzhin || ngag dbang legs grub chog bsgrigs ni || phan bde'i nyi ma ji ltar bar || bklag chog bris pa'i dge ba des || 'gro kun rgyu 'bras duHkha las || grol nas phan bdes 'tshor bar shog | zhes pa 'adi'ang dpal sprul ming gi sgro btags pa chos pa'i gzugs brnyan pad+ma mdo sngags bstan 'dzin nges gsang chos kyi snang bas bris pa shu b+ha ||
004(nga)014	rje btsun ma gza' thams cad kyi yum rig pa chen mo'i dkyil 'khor du slob ma dbang bskur ba'i cho ga phan bde'i nyi ma/	4	Ngag dbang legs grub	Tib	483	554	ces rje btsun ma gza' thams cad kyi yum rig pa chen mo'i dkyil 'khor slob ma dbang bskur ba'i cho ga phan bde'i nyi ma zhes bya ba 'di ni sngon chad brgyud pa'i phyag bzhes kyis a ra pa tsa na lha lnga'i dbang chog la phri bsnan kha bsgyur gang dgos mdzad pa las dkyil chog rang rkya thub pa med par brten | dbang rgyun yang shin tu dkon pas kho bo sprang btsun ngag dbang legs grub kyis kun gzigs 'jam dbyangs bla ma'i zhabs drung du 'bad pa chen pos zhus pa'i rjes su | sngags grwa chen po gong dkar rdo rje gdan gyi sgrub mchod rnams kyi ngag 'don tho chung zhig 'dug pa dang | 'jam dbyangs lha lnga'i dkyil chog snga phyi rnams la brten nas mdo smad shar kham lha mo bur chas pa'i lam bar rnams su bris pa'o || 
004(nga)015	sgrol ma maN+dal bzhi pa'i cho ga klu dbang dgongs rgyan/	4	Jigs med gling pa mkhyen brtse 'od zer	Tib	555	584	 zhes sogs kyis mtha' rgyas su bya'o || de ltar sgrol ma maN+Dala bzhi par grags pa'i cho ga la yig cha mang du snang yang rtsa ba'i khungs ni slob dpon klu sgrub kyis sgrol ma la mngon par 'byung ba'i rgyud la brten nas bsdu ba mdzad pa nyid kyang de nyid kyi mngon rtogs rang sa ma zin pa dang | tshig tshogs la thal ba rnams btang snyoms su byas shing | man ngag las byung ba 'ga' zhig gsar du bsnan nas bklags chog tu bkod pa 'di yang mdo khams 'jigs med phrin las 'od zer gyis nan tan chen po'i ngor rgyal ba'i myu gu mkhyen brtse'i lhas so ||
004(nga)016	sgrol ma maN+dal bzhi pa'i cho ga klu dbang dgongs rgyan skabs bshams bkod legs bshad kyi gsung /	4	Unknown		584	586	
004(nga)017	las sgrib rgyun gcod kyi sngags brgya pa/__(yid bzhin nor bu chen po 'di kho na'o)	4	Mi pham 'jam dbyangs rgya mtsho	Tib	587	680	gzhan yang rgyal ba'i bka' mdo sde dang rgyud sde rnams las gzungs sngags dang gsang sngags kyi rnam pa tshad med pa gsungs pa rnams gang bsgrub kyang phan yon tshad med pa smos ci dgos kyang | 'dir ni sngags kyi snying po 'di tsam zhig | rang nyid dang rang dang skal ba mnyam pa gzhan la phan pa'i blos de bzhin gshegs pa'i bka' lung zab mo rnams las btus te rab byung bco lnga pa'i nang tshan rnam 'phyang sa khyi'i lo yi khrums zla'i mgo nas bris te zla ba de yi tshes bcu la grub par bgyid pa po ni mi pham 'jam dpal dgyes pa'i rdo rje ste |
005(ca)001	sangs rgyas thams cad mnyam par sbyor ba zhes bya ba rgyud kyi rgyal po/	5	Unknown		1	54	sdud pa'i rgyud dam pa gsang chen gyi rtog pa | sangs rgyas thams cad dang mnyam par sbyor ba zhes bya ba | mkha' 'gro sgyu ma bde mchog | dus gsum sangs rgyas thams cad kyi sku 'dus pa chen po'i rang bzhin sangs rgyas mnyam sbyor gyi rgyud rdzogs so || rgya gar gyi paN+Di ta sangs rgyas gsang ba dang | bod kyi lo ts+AA ba 'brog mi dpal gyi ye shes kyis bal yul du bsgyur cing zhus te gtan la phab pa'o || || 
005(ca)002	sangs rgyas mnyam sbyor gyi bla brgyud gsol 'debs/	5	bDud 'joms 'jigs brgyal ye shes rdo rje	Tib	55	56	ces rgyal sras gzhan phan mtha' yas kyis mdzad pa'i brgyud 'debs la brgyud pa'i khyad par gyis rgyal sras rin chen rnam rgyal nas bdag gi rigs bdag 'gyur med phan bde'i 'od zer bar kha bsgyur ba po ni 'jigs bral ye shes rdo rje'o || || 
005(ca)003	sangs rgyas mnyam par sbyor ba'i rigs bsdus pa'i sgrub thabs bde chen 'dod 'jo/	5	Gyur med rdo rje gter bdag gling pa	Tib	57	130	sangs rgyas thams cad mnyam sbyor ba rigs bsdus pa'i dkyil 'khor chen po'i sgrub thabs bde chen 'dod 'jo zhes bya 'di ni | deng dus zab mo'i lam 'di'i ming tsam 'dzin pa'ang shin tu dkon par snang bas 'phel zhing mi nub pa'i sgor 'gyur bar bsams nas slob dpon chen po ku ku r+AA dza dang h+AuM k+AA ra sogs kyi gzhung rnams dang rong zom chen po'i rgyud 'grel sogs legs par bshad pa rnams kyi rjes su 'brangs nas | sh+AAkya'i dge bsnyen rig pa 'dzin pa 'gyur med rdo rjes dpa' bo zhes pa lcags 'brug khrums kyi nya ba'i dus dge bar o rgyan smin grol gling gi dge gnas su sbyar ba bde legs su gyur cig ||
005(ca)004	sangs rgyas mnyam par sbyor ba'i dkyil 'khor gyi cho ga kun tu bzang po'i zhal lung /	5	Gyur med rdo rje gter bdag gling pa	Tib	131	160	ces sangs rgyas thams cad mnyam par sbyor ba'i dkyil 'khor gyi cho ga kun tu bzang po'i zhal lung zhes bya ba | rig pa 'dzin pa 'gyur med rdo rjes brjod bde'i ngag gis snying por dril te chu pho rta'i lo la o rgyan smin grol gling gi chos grwar sbyar ba'o ||
005(ca)005	dpal sangs rgyas mnyam sbyor gyi dkyil 'khor la brten pa'i mchog gi sbyin sreg ye shes snang ba/	5	Gyur med tshe dbang mchog grub	Tib	161	180	de ltar mchog gi sbyin sreg mnyam sbyor la brten pa 'di ni sgrub mchod chen mo'i skabs su nye bar mkho bar mthong nas kun mkhyen 'jigs med gling pa'i gsung las tshig phrad cung zad bsgyur nas rig 'dzin tshe dbang mchog grub kyis bklag chog mar bkral ba dge bar gyur cig ||
005(ca)006	dpal sangs rgyas thams cad mnyam par sbyor ba'i dbang gi cho ga byin rlabs char 'bebs/	5	Gyur med rdo rje gter bdag gling pa	Tib	181	240	dpal sangs rgyas thams cad mnyam par sbyor ba'i dbang gi cho ga byin rlabs char 'bebs zhes bya ba 'di ni ku ku r+AA dza dang | h+AuM mdzad kyis mdzad pa'i dbang chog gnyis rgyas bsdus ci rigs pa las don gyi dgongs pa gnad gcig pa nyid du bzhugs pas | de gnyis kyi dgongs pa gnad bsdus nas lag len 'jug pa bde ba'i ched du | rig pa 'dzin pa 'gyur med rdo rjes chu pho rta'i lo s+n+ron gyi nya ba'i dus dge bar o rgyan smin grol gling gi chos kyi grwar sbyar ba dge bar gyur cig || de ltar gter chen rin po che'i gsung sor bzhag las | gzhan du zhal 'phen mdzad pa rnams dkyus su bkod nas bklags chog mar bgyis pa 'di yang | chos smra ba'i btsun pa gzhan phan mtha' yas pas | snga 'gyur bka' ma'i dbang chog rnams phyogs gcig tu bsdu ba'i skabs su gzhung phyi mo gnyis dang yang legs par bstun nas zhus shing dag par byas te gtan la phab pa'o || 
005(ca)007	dpal he ru ka'i thugs kyi rgyud gal po/	5	Padmasambhava & Lo tsā ba Nam-mkha'i-snying-po (trans), Hūṃkara (revealed)	NA	241	266	khrag 'thung rtsa ba'i rgyud thugs kyi gal po zhes bya ba rdzogs so || u rgyan gyi mkhan po chen po pad+ma sam b+ha wa dang | lo ts+AA ba dge slong nam mkha'i snying pos bsgyur cing zhus te gtan la phab pa'o || nub phyogs u rgyan gyi gnas nas slob dpon h+AuM ka ras bton pa'o ||
005(ca)008	dpal yang dag he ru ka'i bla brgyud gsol 'debs/_rgyal sras gzhan phan mtha' yas kyi gsung /	5	gZhan phan mtha' yas 'od zer	Tib	266	268	ces rgyal sras gzhan phan mtha' yas kyis mdzad pa'i brgyud 'debs la brgyud pa'i khyad par gyis rgyal sras rin chen rnam rgyal nas bdag gi rigs bdag 'gyur med phan bde'i 'od zer bar kha bsgyur ba po ni 'jigs bral ye shes rdo rje'o ||
005(ca)009	dpal yang dag gi sgrub thabs bde chen thig le/	5	Gyur med rdo rje gter bdag gling pa	Tib	269	322	dpal he ru ka yang dag thugs kyi sgrub thabs bde chen thig le zhes bya ba 'di ni | zab mo'i lam 'di nyid ming tsam 'dzin pa yang dkon par mthong bas 'phel zhing rgyas pa'i sgor 'gyur bar dmigs te | 'di nyid kyi rgyud rnams dang | slob dpon chen po h+AuM k+AA ras mdzad pa'i sgrub thabs rtsa ba rang 'grel dang bcas pa dang | pad+ma saM b+ha was rgyas 'grel gyis bkral ba | lha rje gnubs dang so pa'i man ngag gi bka' srol phyag bzhes las ji ltar 'byung ba bzhin du rig pa 'dzin pa 'gyur med rdo rjes ang+gi ra'i lo gro zhun gyi nya ba'i tshes dge ba la o rgyan smin grol gling gi gtsug lag khang du grub par sbyar ba'i yi ge pa ni mkhas btsun bzang po'i dpal gyis mtho ba'i gcung lo ts+AA ba d+harma sh+r+Ai'o || ||
